month_year,state_name,volume_in_cr,value_in_cr,users_in_lakhs,transactions_in_lakhs
September 2023,Jammu and Kashmir,944,4720,472.00,"2,360.00"
October 2023,Jammu and Kashmir,1016,5080,508.00,"2,540.00"
April 2016,Jharkhand,50.00,250.00,25.00,125.00
May 2016,Jharkhand,55.00,275.00,27.50,137.50
June 2016,Jharkhand,60.00,300.00,30.00,150.00
July 2016,Jharkhand,65.00,325.00,32.50,162.50
August 2016,Jharkhand,70.00,350.00,35.00,175.00
September 2016,Jharkhand,75.00,375.00,37.50,187.50
October 2016,Jharkhand,80.00,400.00,40.00,200.00
November 2016,Jharkhand,85.00,425.00,42.50,212.50
December 2016,Jharkhand,90.00,450.00,45.00,225.00
January 2017,Jharkhand,95.00,475.00,47.50,237.50
February 2017,Jharkhand,100.00,500.00,50.00,250.00
March 2017,Jharkhand,105.00,525.00,52.50,262.50
April 2017,Jharkhand,110.00,550.00,55.00,275.00
May 2017,Jharkhand,115.00,575.00,57.50,287.50
June 2017,Jharkhand,120.00,600.00,60.00,300.00
July 2017,Jharkhand,125.00,625.00,62.50,312.50
August 2017,Jharkhand,130.00,650.00,65.00,325.00
September 2017,Jharkhand,135.00,675.00,67.50,337.50
October 2017,Jharkhand,140.00,700.00,70.00,350.00
November 2017,Jharkhand,145.00,725.00,72.50,362.50
December 2017,Jharkhand,150.00,750.00,75.00,375.00
January 2018,Jharkhand,155.00,775.00,77.50,387.50
February 2018,Jharkhand,160.00,800.00,80.00,400.00
March 2018,Jharkhand,165.00,825.00,82.50,412.50
April 2018,Jharkhand,170.00,850.00,85.00,425.00
May 2018,Jharkhand,175.00,875.00,87.50,437.50
June 2018,Jharkhand,180.00,900.00,90.00,450.00
July 2018,Jharkhand,185.00,925.00,92.50,462.50
August 2018,Jharkhand,190.00,950.00,95.00,475.00
September 2018,Jharkhand,195.00,975.00,97.50,487.50
October 2018,Jharkhand,200.00,"1,000.00",100.00,500.00
November 2018,Jharkhand,210.00,"1,050.00",105.00,525.00
December 2018,Jharkhand,220.00,"1,100.00",110.00,550.00
January 2019,Jharkhand,230.00,"1,150.00",115.00,575.00
February 2019,Jharkhand,240.00,"1,200.00",120.00,600.00
March 2019,Jharkhand,250.00,"1,250.00",125.00,625.00
April 2019,Jharkhand,260.00,"1,300.00",130.00,650.00
May 2019,Jharkhand,280.00,"1,400.00",140.00,700.00
June 2019,Jharkhand,300.00,"1,500.00",150.00,750.00
July 2019,Jharkhand,320.00,"1,600.00",160.00,800.00
August 2019,Jharkhand,340.00,"1,700.00",170.00,850.00
September 2019,Jharkhand,360.00,"1,800.00",180.00,900.00
October 2019,Jharkhand,380.00,"1,900.00",190.00,950.00
November 2019,Jharkhand,400.00,"2,000.00",200.00,"1,000.00"
December 2019,Jharkhand,420.00,"2,100.00",210.00,"1,050.00"
January 2020,Jharkhand,440.00,"2,200.00",220.00,"1,100.00"
February 2020,Jharkhand,460.00,"2,300.00",230.00,"1,150.00"
March 2020,Jharkhand,480.00,"2,400.00",240.00,"1,200.00"
April 2020,Jharkhand,490.00,"2,450.00",245.00,"1,225.00"
May 2020,Jharkhand,500.00,"2,500.00",250.00,"1,250.00"
June 2020,Jharkhand,560.00,"2,800.00",280.00,"1,400.00"
July 2020,Jharkhand,640.00,"3,200.00",320.00,"1,600.00"
August 2020,Jharkhand,720.00,"3,600.00",360.00,"1,800.00"
September 2020,Jharkhand,800.00,"4,000.00",400.00,"2,000.00"
October 2020,Jharkhand,880.00,"4,400.00",440.00,"2,200.00"
November 2020,Jharkhand,960.00,"4,800.00",480.00,"2,400.00"
December 2020,Jharkhand,"1,040.00","5,200.00",520.00,"2,600.00"
January 2021,Jharkhand,"1,120.00","5,600.00",560.00,"2,800.00"
February 2021,Jharkhand,"1,200.00","6,000.00",600.00,"3,000.00"
March 2021,Jharkhand,"1,280.00","6,400.00",640.00,"3,200.00"
April 2021,Jharkhand,"1,344.00","6,720.00",672.00,"3,360.00"
May 2021,Jharkhand,"1,440.00","7,200.00",720.00,"3,600.00"
June 2021,Jharkhand,"1,536.00","7,680.00",768.00,"3,840.00"
July 2021,Jharkhand,"1,632.00","8,160.00",816.00,"4,080.00"
August 2021,Jharkhand,"1,728.00","8,640.00",864.00,"4,320.00"
September 2021,Jharkhand,"1,824.00","9,120.00",912.00,"4,560.00"
October 2021,Jharkhand,"1,920.00","9,600.00",960.00,"4,800.00"
November 2021,Jharkhand,"2,016.00","10,080.00","1,008.00","5,040.00"
December 2021,Jharkhand,"2,112.00","10,560.00","1,056.00","5,280.00"
January 2022,Jharkhand,"2,268.00","11,200.00","1,128.00","5,640.00"
February 2022,Jharkhand,"2,424.00","11,840.00","1,200.00","6,000.00"
March 2022,Jharkhand,"2,580.00","12,480.00","1,272.00","6,360.00"
April 2022,Jharkhand,"2,736.00","13,120.00","1,344.00","6,720.00"
May 2022,Jharkhand,"2,904.00","13,824.00","1,416.00","7,056.00"
June 2022,Jharkhand,"3,200.00","15,200.00","1,600.00","8,000.00"
July 2022,Jharkhand,"3,520.00","16,800.00","1,760.00","8,800.00"
August 2022,Jharkhand,"3,840.00","18,240.00","1,920.00","9,600.00"
September 2022,Jharkhand,"4,160.00","19,680.00","2,080.00","10,400.00"
October 2022,Jharkhand,"4,640.00","22,400.00","2,320.00","11,600.00"
November 2022,Jharkhand,"4,960.00","23,800.00","2,464.00","12,200.00"
December 2022,Jharkhand,"5,296.00","25,344.00","2,624.00","12,864.00"
January 2023,Jharkhand,"5,652.00","26,848.00","2,768.00","13,464.00"
February 2023,Jharkhand,"5,904.00","28,128.00","2,880.00","14,004.00"
March 2023,Jharkhand,"6,156.00","29,408.00","2,992.00","14,544.00"
April 2023,Jharkhand,"6,408.00","30,688.00","3,104.00","15,084.00"
May 2023,Jharkhand,"6,784.00","32,448.00","3,264.00","15,840.00"
June 2023,Jharkhand,"7,488.00","36,000.00","3,600.00","17,640.00"
July 2023,Jharkhand,"8,208.00","39,840.00","3,936.00","19,344.00"
August 2023,Jharkhand,"8,928.00","43,200.00","4,272.00","21,048.00"
September 2023,Jharkhand,"9,648.00","47,280.00","4,608.00","22,752.00"
October 2023,Jharkhand,"10,368.00","51,360.00","4,944.00","24,456.00"
April 2016,Karnataka,350.00,"1,750.00",175.00,875.00
May 2016,Karnataka,385.00,"1,925.00",192.50,962.50
June 2016,Karnataka,420.00,"2,100.00",210.00,"1,050.00"
July 2016,Karnataka,455.00,"2,275.00",227.50,"1,137.50"
August 2016,Karnataka,490.00,"2,450.00",245.00,"1,225.00"
September 2016,Karnataka,525.00,"2,625.00",262.50,"1,312.50"
October 2016,Karnataka,560.00,"2,800.00",280.00,"1,400.00"
November 2016,Karnataka,595.00,"2,975.00",297.50,"1,487.50"
December 2016,Karnataka,630.00,"3,150.00",315.00,"1,575.00"
January 2017,Karnataka,665.00,"3,325.00",332.50,"1,662.50"
February 2017,Karnataka,700.00,"3,500.00",350.00,"1,750.00"
March 2017,Karnataka,735.00,"3,675.00",367.50,"1,837.50"
April 2017,Karnataka,770.00,"3,850.00",385.00,"1,925.00"
May 2017,Karnataka,805.00,"4,025.00",402.50,"2,012.50"
June 2017,Karnataka,840.00,"4,200.00",420.00,"2,100.00"
July 2017,Karnataka,875.00,"4,375.00",437.50,"2,187.50"
August 2017,Karnataka,910.00,"4,550.00",455.00,"2,275.00"
September 2017,Karnataka,945.00,"4,725.00",472.50,"2,362.50"
October 2017,Karnataka,980.00,"4,900.00",490.00,"2,450.00"
November 2017,Karnataka,"1,015.00","5,075.00",507.50,"2,537.50"
December 2017,Karnataka,"1,050.00","5,250.00",525.00,"2,625.00"
January 2018,Karnataka,"1,085.00","5,425.00",542.50,"2,712.50"
February 2018,Karnataka,"1,120.00","5,600.00",560.00,"2,800.00"
March 2018,Karnataka,"1,155.00","5,775.00",577.50,"2,887.50"
April 2018,Karnataka,"1,190.00","5,950.00",595.00,"2,975.00"
May 2018,Karnataka,"1,225.00","6,125.00",612.50,"3,062.50"
June 2018,Karnataka,"1,260.00","6,300.00",630.00,"3,150.00"
July 2018,Karnataka,"1,295.00","6,475.00",647.50,"3,237.50"
August 2018,Karnataka,"1,330.00","6,650.00",665.00,"3,325.00"
September 2018,Karnataka,"1,365.00","6,825.00",682.50,"3,412.50"
October 2018,Karnataka,"1,400.00","7,000.00",700.00,"3,500.00"
November 2018,Karnataka,"1,470.00","7,350.00",735.00,"3,675.00"
December 2018,Karnataka,"1,540.00","7,700.00",770.00,"3,850.00"
January 2019,Karnataka,"1,610.00","8,050.00",805.00,"4,025.00"
February 2019,Karnataka,"1,680.00","8,400.00",840.00,"4,200.00"
March 2019,Karnataka,"1,750.00","8,750.00",875.00,"4,375.00"
April 2019,Karnataka,"1,820.00","9,100.00",910.00,"4,550.00"
May 2019,Karnataka,"1,960.00","9,800.00",980.00,"4,900.00"
June 2019,Karnataka,"2,100.00","10,500.00","1,050.00","5,250.00"
July 2019,Karnataka,"2,240.00","11,200.00","1,120.00","5,600.00"
August 2019,Karnataka,"2,380.00","11,900.00","1,190.00","5,950.00"
September 2019,Karnataka,"2,520.00","12,600.00","1,260.00","6,300.00"
October 2019,Karnataka,"2,660.00","13,300.00","1,330.00","6,650.00"
November 2019,Karnataka,"2,800.00","14,000.00","1,400.00","7,000.00"
December 2019,Karnataka,"2,940.00","14,700.00","1,470.00","7,350.00"
January 2020,Karnataka,"3,080.00","15,400.00","1,540.00","7,700.00"
February 2020,Karnataka,"3,220.00","16,100.00","1,610.00","8,050.00"
March 2020,Karnataka,"3,360.00","16,800.00","1,680.00","8,400.00"
April 2020,Karnataka,"3,442.00","17,136.00","1,734.00","8,585.00"
May 2020,Karnataka,"3,600.00","18,000.00","1,800.00","9,000.00"
June 2020,Karnataka,"4,032.00","20,160.00","2,016.00","10,080.00"
July 2020,Karnataka,"4,584.00","22,920.00","2,312.00","11,560.00"
August 2020,Karnataka,"5,136.00","25,680.00","2,608.00","13,040.00"
September 2020,Karnataka,"5,688.00","28,440.00","2,904.00","14,520.00"
October 2020,Karnataka,"6,240.00","31,200.00","3,200.00","16,000.00"
November 2020,Karnataka,"6,804.00","34,176.00","3,496.00","17,480.00"
December 2020,Karnataka,"7,368.00","37,152.00","3,792.00","18,960.00"
January 2021,Karnataka,"7,932.00","40,128.00","4,088.00","20,440.00"
February 2021,Karnataka,"8,496.00","43,104.00","4,384.00","21,920.00"
March 2021,Karnataka,"9,060.00","46,080.00","4,680.00","23,400.00"
April 2021,Karnataka,"9,522.00","47,856.00","4,909.00","24,480.00"
May 2021,Karnataka,"10,188.00","50,940.00","5,234.00","26,170.00"
June 2021,Karnataka,"10,878.00","54,390.00","5,583.00","27,915.00"
July 2021,Karnataka,"11,568.00","57,840.00","5,932.00","29,660.00"
August 2021,Karnataka,"12,258.00","61,290.00","6,281.00","31,405.00"
September 2021,Karnataka,"12,948.00","64,740.00","6,630.00","33,150.00"
October 2021,Karnataka,"13,638.00","68,190.00","6,979.00","34,895.00"
November 2021,Karnataka,"14,460.00","72,300.00","7,371.00","36,855.00"
December 2021,Karnataka,"15,315.00","76,700.00","7,794.00","38,940.00"
January 2022,Karnataka,"16,245.00","81,300.00","8,266.00","41,175.00"
February 2022,Karnataka,"17,175.00","85,900.00","8,738.00","43,410.00"
March 2022,Karnataka,"18,105.00","90,500.00","9,210.00","45,645.00"
April 2022,Karnataka,"19,035.00","95,100.00","9,682.00","47,880.00"
May 2022,Karnataka,"20,102.00","100,590.00","10,226.00","50,430.00"
June 2022,Karnataka,"22,248.00","111,660.00","11,352.00","56,640.00"
July 2022,Karnataka,"24,394.00","122,730.00","12,478.00","62,850.00"
August 2022,Karnataka,"26,540.00","133,800.00","13,604.00","69,060.00"
September 2022,Karnataka,"28,686.00","144,870.00","14,730.00","75,270.00"
October 2022,Karnataka,"32,416.00","164,592.00","16,698.00","85,490.00"
November 2022,Karnataka,"34,704.00","175,912.00","17,830.00","91,370.00"
December 2022,Karnataka,"37,040.00","188,048.00","18,996.00","97,680.00"
January 2023,Karnataka,"39,312.00","200,008.00","20,112.00","103,760.00"
February 2023,Karnataka,"41,088.00","209,600.00","20,968.00","108,192.00"
March 2023,Karnataka,"42,864.00","219,200.00","21,824.00","112,624.00"
April 2023,Karnataka,"44,640.00","228,800.00","22,680.00","117,056.00"
May 2023,Karnataka,"47,232.00","241,920.00","23,936.00","123,648.00"
June 2023,Karnataka,"52,288.00","268,160.00","26,528.00","137,160.00"
July 2023,Karnataka,"57,360.00","294,680.00","29,136.00","150,800.00"
August 2023,Karnataka,"62,432.00","320,880.00","31,728.00","164,160.00"
September 2023,Karnataka,"67,504.00","348,080.00","34,320.00","177,520.00"
October 2023,Karnataka,"72,576.00","376,320.00","36,912.00","190,880.00"
April 2016,Kerala,100.00,500.00,50.00,250.00
May 2016,Kerala,110.00,550.00,55.00,275.00
June 2016,Kerala,120.00,600.00,60.00,300.00
July 2016,Kerala,130.00,650.00,65.00,325.00
August 2016,Kerala,140.00,700.00,70.00,350.00
September 2016,Kerala,150.00,750.00,75.00,375.00
October 2016,Kerala,160.00,800.00,80.00,400.00
November 2016,Kerala,170.00,850.00,85.00,425.00
December 2016,Kerala,180.00,900.00,90.00,450.00
January 2017,Kerala,190.00,950.00,95.00,475.00
February 2017,Kerala,200.00,"1,000.00",100.00,500.00
March 2017,Kerala,210.00,"1,050.00",105.00,525.00
April 2017,Kerala,220.00,"1,100.00",110.00,550.00
May 2017,Kerala,230.00,"1,150.00",115.00,575.00
June 2017,Kerala,240.00,"1,200.00",120.00,600.00
July 2017,Kerala,250.00,"1,250.00",125.00,625.00
August 2017,Kerala,260.00,"1,300.00",130.00,650.00
September 2017,Kerala,270.00,"1,350.00",135.00,675.00
October 2017,Kerala,280.00,"1,400.00",140.00,700.00
November 2017,Kerala,290.00,"1,450.00",145.00,725.00
December 2017,Kerala,300.00,"1,500.00",150.00,750.00
January 2018,Kerala,310.00,"1,550.00",155.00,775.00
February 2018,Kerala,320.00,"1,600.00",160.00,800.00
March 2018,Kerala,330.00,"1,650.00",165.00,825.00
April 2018,Kerala,340.00,"1,700.00",170.00,850.00
May 2018,Kerala,350.00,"1,750.00",175.00,875.00
June 2018,Kerala,360.00,"1,800.00",180.00,900.00
July 2018,Kerala,370.00,"1,850.00",185.00,925.00
August 2018,Kerala,380.00,"1,900.00",190.00,950.00
September 2018,Kerala,390.00,"1,950.00",195.00,975.00
October 2018,Kerala,400.00,"2,000.00",200.00,"1,000.00"
November 2018,Kerala,420.00,"2,100.00",210.00,"1,050.00"
December 2018,Kerala,440.00,"2,200.00",220.00,"1,100.00"
January 2019,Kerala,460.00,"2,300.00",230.00,"1,150.00"
February 2019,Kerala,480.00,"2,400.00",240.00,"1,200.00"
March 2019,Kerala,500.00,"2,500.00",250.00,"1,250.00"
April 2019,Kerala,520.00,"2,600.00",260.00,"1,300.00"
May 2019,Kerala,560.00,"2,800.00",280.00,"1,400.00"
June 2019,Kerala,600.00,"3,000.00",300.00,"1,500.00"
July 2019,Kerala,640.00,"3,200.00",320.00,"1,600.00"
August 2019,Kerala,680.00,"3,400.00",340.00,"1,700.00"
September 2019,Kerala,720.00,"3,600.00",360.00,"1,800.00"
October 2019,Kerala,760.00,"3,800.00",380.00,"1,900.00"
November 2019,Kerala,800.00,"4,000.00",400.00,"2,000.00"
December 2019,Kerala,840.00,"4,200.00",420.00,"2,100.00"
January 2020,Kerala,880.00,"4,400.00",440.00,"2,200.00"
February 2020,Kerala,920.00,"4,600.00",460.00,"2,300.00"
March 2020,Kerala,960.00,"4,800.00",480.00,"2,400.00"
April 2020,Kerala,980.00,"4,900.00",490.00,"2,450.00"
May 2020,Kerala,"1,000.00","5,000.00",500.00,"2,500.00"
June 2020,Kerala,"1,120.00","5,600.00",560.00,"2,800.00"
July 2020,Kerala,"1,280.00","6,400.00",640.00,"3,200.00"
August 2020,Kerala,"1,440.00","7,200.00",720.00,"3,600.00"
September 2020,Kerala,"1,600.00","8,000.00",800.00,"4,000.00"
October 2020,Kerala,"1,760.00","8,800.00",880.00,"4,400.00"
November 2020,Kerala,"1,920.00","9,600.00",960.00,"4,800.00"
December 2020,Kerala,"2,080.00","10,400.00","1,040.00","5,200.00"
January 2021,Kerala,"2,240.00","11,200.00","1,120.00","5,600.00"
February 2021,Kerala,"2,400.00","12,000.00","1,200.00","6,000.00"
March 2021,Kerala,"2,560.00","12,800.00","1,280.00","6,400.00"
April 2021,Kerala,"2,662.00","13,344.00","1,331.00","6,673.00"
May 2021,Kerala,"2,850.00","14,250.00","1,425.00","7,125.00"
June 2021,Kerala,"3,040.00","15,168.00","1,517.00","7,584.00"
July 2021,Kerala,"3,229.00","16,085.00","1,608.00","8,042.00"
August 2021,Kerala,"3,419.00","17,004.00","1,700.00","8,501.00"
September 2021,Kerala,"3,608.00","17,922.00","1,791.00","8,960.00"
October 2021,Kerala,"3,798.00","18,841.00","1,883.00","9,419.00"
November 2021,Kerala,"4,031.00","19,894.00","1,983.00","9,942.00"
December 2021,Kerala,"4,279.00","21,081.00","2,100.00","10,513.00"
January 2022,Kerala,"4,527.00","22,270.00","2,217.00","11,084.00"
February 2022,Kerala,"4,776.00","23,458.00","2,335.00","11,656.00"
March 2022,Kerala,"5,024.00","24,646.00","2,452.00","12,228.00"
April 2022,Kerala,"5,272.00","25,834.00","2,569.00","12,799.00"
May 2022,Kerala,"5,568.00","27,335.00","2,702.00","13,474.00"
June 2022,Kerala,"6,144.00","30,240.00","2,993.00","14,928.00"
July 2022,Kerala,"6,721.00","33,162.00","3,285.00","16,391.00"
August 2022,Kerala,"7,298.00","36,062.00","3,576.00","17,831.00"
September 2022,Kerala,"7,874.00","38,979.00","3,867.00","19,271.00"
October 2022,Kerala,"8,925.00","44,348.00","4,373.00","21,809.00"
November 2022,Kerala,"9,534.00","47,206.00","4,656.00","23,190.00"
December 2022,Kerala,"10,186.00","50,321.00","4,962.00","24,689.00"
January 2023,Kerala,"10,838.00","53,437.00","5,268.00","26,188.00"
February 2023,Kerala,"11,335.00","55,794.00","5,506.00","27,375.00"
March 2023,Kerala,"11,833.00","58,151.00","5,745.00","28,562.00"
April 2023,Kerala,"12,330.00","60,508.00","5,983.00","29,748.00"
May 2023,Kerala,"13,023.00","64,042.00","6,317.00","31,436.00"
June 2023,Kerala,"14,387.00","70,884.00","6,992.00","34,784.00"
July 2023,Kerala,"15,751.00","77,725.00","7,668.00","38,133.00"
August 2023,Kerala,"17,115.00","84,567.00","8,343.00","41,481.00"
September 2023,Kerala,"18,479.00","91,408.00","9,019.00","44,829.00"
October 2023,Kerala,"19,843.00","98,250.00","9,694.00","48,178.00"
April 2016,Ladakh,0.05,0.2,0.01,0.05
May 2016,Ladakh,0.06,0.25,0.02,0.10
June 2016,Ladakh,0.07,0.3,0.03,0.15
July 2016,Ladakh,0.08,0.35,0.04,0.20
August 2016,Ladakh,0.09,0.4,0.05,0.25
September 2016,Ladakh,0.1,0.45,0.06,0.30
October 2016,Ladakh,0.12,0.5,0.08,0.35
November 2016,Ladakh,0.15,0.6,0.1,0.45
December 2016,Ladakh,0.2,0.7,0.15,0.55
January 2017,Ladakh,0.25,0.8,0.2,0.65
February 2017,Ladakh,0.3,0.9,0.25,0.75
March 2017,Ladakh,0.35,1,0.3,0.85
April 2017,Ladakh,0.4,1.1,0.35,0.95
May 2017,Ladakh,0.45,1.2,0.4,1.05
June 2017,Ladakh,0.5,1.3,0.45,1.15
July 2017,Ladakh,0.6,1.5,0.55,1.35
August 2017,Ladakh,0.7,1.7,0.65,1.55
September 2017,Ladakh,0.8,1.9,0.75,1.75
October 2017,Ladakh,0.9,2.1,0.85,1.95
November 2017,Ladakh,1,2.3,0.95,2.15
December 2017,Ladakh,1.2,2.6,1.1,2.40
January 2018,Ladakh,1.4,2.9,1.25,2.70
February 2018,Ladakh,1.6,3.2,1.4,3.00
March 2018,Ladakh,1.8,3.5,1.55,3.30
April 2018,Ladakh,2,3.8,1.7,3.60
May 2018,Ladakh,2.25,4.25,1.9,4.00
June 2018,Ladakh,2.5,4.7,2.1,4.40
July 2018,Ladakh,2.75,5.15,2.3,4.80
August 2018,Ladakh,3,5.6,2.5,5.20
September 2018,Ladakh,3.3,6.2,2.75,5.70
October 2018,Ladakh,3.6,6.8,3,6.20
November 2018,Ladakh,3.9,7.4,3.25,6.70
December 2018,Ladakh,4.35,8.2,3.6,7.40
January 2019,Ladakh,4.8,9,3.95,8.10
February 2019,Ladakh,5.25,9.8,4.3,8.80
March 2019,Ladakh,5.7,10.6,4.65,9.50
April 2019,Ladakh,6.15,11.4,5,10.20
May 2019,Ladakh,6.75,12.6,5.5,11.25
June 2019,Ladakh,7.35,13.8,6,12.30
July 2019,Ladakh,7.95,15,6.5,13.35
August 2019,Ladakh,8.55,16.2,7,14.40
September 2019,Ladakh,9.15,17.4,7.5,15.45
October 2019,Ladakh,9.75,18.6,8,16.50
November 2019,Ladakh,10.5,20.1,8.6,17.85
December 2019,Ladakh,11.4,21.9,9.3,19.45
January 2020,Ladakh,12.3,23.7,10,21.05
February 2020,Ladakh,13.2,25.5,10.7,22.65
March 2020,Ladakh,14.1,27.3,11.4,24.25
April 2020,Ladakh,15,29,12.1,25.85
May 2020,Ladakh,16,30.8,12.9,27.60
June 2020,Ladakh,18.25,35.1,14.75,31.60
July 2020,Ladakh,20.5,39.4,16.6,35.60
August 2020,Ladakh,22.75,43.7,18.45,39.60
September 2020,Ladakh,25,48,20.3,43.60
October 2020,Ladakh,27.25,52.3,22.15,47.60
November 2020,Ladakh,30,57.2,24.45,52.20
December 2020,Ladakh,33.25,62.9,27.3,57.80
January 2021,Ladakh,36.5,68.6,30.15,63.40
February 2021,Ladakh,39.75,74.3,33,69.00
March 2021,Ladakh,43,80,35.85,74.60
April 2021,Ladakh,46.25,85.7,38.7,80.20
May 2021,Ladakh,50.5,92.4,42,86.40
June 2021,Ladakh,54.75,99.1,45.3,92.60
July 2021,Ladakh,59,105.8,48.6,98.80
August 2021,Ladakh,63.25,112.5,51.9,105.00
September 2021,Ladakh,67.5,119.2,55.2,111.20
October 2021,Ladakh,71.75,125.9,58.5,117.40
November 2021,Ladakh,77.25,134.7,62.35,124.80
December 2021,Ladakh,83.5,144.7,66.85,133.00
January 2022,Ladakh,89.75,154.7,71.35,141.20
February 2022,Ladakh,96,164.7,75.85,149.40
March 2022,Ladakh,102.25,174.7,80.35,157.60
April 2022,Ladakh,108.5,184.7,84.85,165.80
May 2022,Ladakh,115.5,195.9,90,175.00
June 2022,Ladakh,127.25,217.15,100.5,191.25
July 2022,Ladakh,139,238.4,111,207.50
August 2022,Ladakh,150.75,259.65,121.5,223.75
September 2022,Ladakh,162.5,280.9,132,240.00
October 2022,Ladakh,182.25,317.2,148.5,270.00
November 2022,Ladakh,197.7,340.5,161.35,292.50
December 2022,Ladakh,214.4,366.3,175.7,317.50
January 2023,Ladakh,231.1,392.1,190.05,342.50
February 2023,Ladakh,241.65,412.7,198.55,359.60
March 2023,Ladakh,252.2,433.3,207.05,376.70
April 2023,Ladakh,262.75,453.9,215.55,393.80
May 2023,Ladakh,276.9,478.6,226.3,413.50
June 2023,Ladakh,305.6,531.05,250.95,459.00
July 2023,Ladakh,334.3,583.5,275.6,504.50
August 2023,Ladakh,363,635.95,300.25,550.00
September 2023,Ladakh,391.7,688.35,324.9,595.50
October 2023,Ladakh,420.4,740.8,349.55,641.00
April 2016,Lakshadweep,0.01,0.05,0.005,0.01
May 2016,Lakshadweep,0.02,0.1,0.01,0.02
June 2016,Lakshadweep,0.03,0.15,0.015,0.03
July 2016,Lakshadweep,0.04,0.2,0.02,0.04
August 2016,Lakshadweep,0.05,0.25,0.025,0.05
September 2016,Lakshadweep,0.06,0.3,0.03,0.06
October 2016,Lakshadweep,0.08,0.35,0.04,0.08
November 2016,Lakshadweep,0.1,0.4,0.05,0.10
December 2016,Lakshadweep,0.15,0.5,0.075,0.15
January 2017,Lakshadweep,0.2,0.6,0.1,0.20
February 2017,Lakshadweep,0.25,0.7,0.125,0.25
March 2017,Lakshadweep,0.3,0.8,0.15,0.30
April 2017,Lakshadweep,0.35,0.9,0.175,0.35
May 2017,Lakshadweep,0.4,1,0.2,0.40
June 2017,Lakshadweep,0.45,1.1,0.225,0.45
July 2017,Lakshadweep,0.55,1.3,0.275,0.55
August 2017,Lakshadweep,0.65,1.5,0.325,0.65
September 2017,Lakshadweep,0.75,1.7,0.375,0.75
October 2017,Lakshadweep,0.85,1.9,0.425,0.85
November 2017,Lakshadweep,0.95,2.1,0.475,0.95
December 2017,Lakshadweep,1.1,2.4,0.55,1.10
January 2018,Lakshadweep,1.25,2.7,0.625,1.25
February 2018,Lakshadweep,1.4,3,0.7,1.40
March 2018,Lakshadweep,1.55,3.3,0.775,1.55
April 2018,Lakshadweep,1.7,3.6,0.85,1.70
May 2018,Lakshadweep,1.9,4,0.95,1.90
June 2018,Lakshadweep,2.1,4.4,1.05,2.10
July 2018,Lakshadweep,2.3,4.8,1.15,2.30
August 2018,Lakshadweep,2.5,5.2,1.25,2.50
September 2018,Lakshadweep,2.75,5.7,1.375,2.75
October 2018,Lakshadweep,3,6.2,1.5,3.00
November 2018,Lakshadweep,3.25,6.7,1.625,3.25
December 2018,Lakshadweep,3.6,7.4,1.8,3.60
January 2019,Lakshadweep,3.95,8.1,1.975,3.95
February 2019,Lakshadweep,4.3,8.8,2.15,4.30
March 2019,Lakshadweep,4.65,9.5,2.325,4.65
April 2019,Lakshadweep,5,10.2,2.5,5.00
May 2019,Lakshadweep,5.5,11.25,2.75,5.50
June 2019,Lakshadweep,6,12.3,3,6.00
July 2019,Lakshadweep,6.5,13.35,3.25,6.50
August 2019,Lakshadweep,7,14.4,3.5,7.00
September 2019,Lakshadweep,7.5,15.45,3.75,7.50
October 2019,Lakshadweep,8,16.5,4,8.00
November 2019,Lakshadweep,8.6,17.85,4.3,8.60
December 2019,Lakshadweep,9.3,19.45,4.65,9.30
January 2020,Lakshadweep,10,21.05,5,10.00
February 2020,Lakshadweep,10.7,22.65,5.35,10.70
March 2020,Lakshadweep,11.4,24.25,5.7,11.40
April 2020,Lakshadweep,12.1,25.85,6.05,12.10
May 2020,Lakshadweep,12.9,27.6,6.45,12.90
June 2020,Lakshadweep,14.75,31.6,7.375,14.75
July 2020,Lakshadweep,16.6,35.6,8.3,16.60
August 2020,Lakshadweep,18.45,39.6,9.225,18.45
September 2020,Lakshadweep,20.3,43.6,10.15,20.30
October 2020,Lakshadweep,22.15,47.6,11.075,22.15
November 2020,Lakshadweep,24.45,52.2,12.225,24.45
December 2020,Lakshadweep,27.3,57.8,13.65,27.30
January 2021,Lakshadweep,30.15,63.4,15.075,30.15
February 2021,Lakshadweep,33,69,16.5,33.00
March 2021,Lakshadweep,35.85,74.6,17.925,35.85
April 2021,Lakshadweep,38.7,80.2,19.35,38.70
May 2021,Lakshadweep,42,86.4,21,42.00
June 2021,Lakshadweep,45.3,92.6,22.65,45.30
July 2021,Lakshadweep,48.6,98.8,24.3,48.60
August 2021,Lakshadweep,51.9,105,25.95,51.90
September 2021,Lakshadweep,55.2,111.2,27.6,55.20
October 2021,Lakshadweep,58.5,117.4,29.25,58.50
November 2021,Lakshadweep,62.35,124.8,31.175,62.35
December 2021,Lakshadweep,66.85,133,33.425,66.85
January 2022,Lakshadweep,71.35,141.2,35.675,71.35
February 2022,Lakshadweep,75.85,149.4,37.925,75.85
March 2022,Lakshadweep,80.35,157.6,40.175,80.35
April 2022,Lakshadweep,84.85,165.8,42.425,84.85
May 2022,Lakshadweep,90,175,45,90.00
June 2022,Lakshadweep,100.5,191.25,50.25,100.50
July 2022,Lakshadweep,111,207.5,55.5,111.00
August 2022,Lakshadweep,121.5,223.75,60.75,121.50
September 2022,Lakshadweep,132,240,66,132.00
